STATION,route_id,hr,crowd
YORK ST,F,15,
CRESCENT ST,J,15,11.0
ELMHURST AV,R,15,
23 ST,M,15,
CROWN HTS-UTICA,3,15,175.83333333333334
SPRING ST,E,15,8.2
ELMHURST AV,M,15,
23 ST,F,15,
CITY HALL,R,15,
CROWN HTS-UTICA,4,15,37.55555555555556
103 ST,6,15,65.44444444444444
2 AV,F,15,
SIMPSON ST,5,15,47.166666666666664
104 ST,A,15,114.8
3 AV-149 ST,5,15,40.5
ST LAWRENCE AV,6,15,24.0
CYPRESS AV,6,15,40.888888888888886
23 ST,E,15,34.8
FOREST HILLS 71,E,15,13.4
SIMPSON ST,2,15,74.10714285714286
86 ST-2 AVE,N,15,39.5
34 ST-HERALD SQ,F,15,
JACKSON AV,2,15,72.66666666666667
121 ST,J,15,21.8
NECK RD,Q,15,12.0
65 ST,M,15,
BAY RIDGE AV,R,15,
INWOOD-207 ST,A,15,52.5
63 DR-REGO PARK,R,15,
BAY RIDGE-95 ST,R,15,0.0
NEPTUNE AV,F,15,
INTERVALE AV,5,15,40.0
63 DR-REGO PARK,M,15,0.0
BAYCHESTER AV,5,15,18.25
INTERVALE AV,2,15,62.53846153846154
BAY PKWY,N,15,
NEREID AV,2,15,125.63636363636364
61 ST WOODSIDE,7,15,28.125
170 ST,D,15,5.5
BEACH 25 ST,A,15,129.66666666666666
HUNTS POINT AV,6,15,25.166666666666668
NEVINS ST,2,15,82.73076923076923
59 ST COLUMBUS,D,15,16.5
BEACH 36 ST,A,15,129.83333333333334
14 ST,1,15,1.85
W 8 ST-AQUARIUM,F,15,
HUNTERS PT AV,7,15,25.321428571428573
WHITLOCK AV,6,15,28.692307692307693
NEVINS ST,3,15,123.88888888888889
59 ST COLUMBUS,A,15,118.31818181818181
BEACH 105 ST,H,15,1.25
65 ST,R,15,
SUTPHIN BLVD,F,15,7.6
TIMES SQ-42 ST,2,15,55.18181818181818
JAMAICA VAN WK,E,15,22.2
174 ST,2,15,72.33333333333333
7 AV,D,15,
AVENUE X,F,15,
MYRTLE AV,J,15,19.333333333333332
69 ST,7,15,26.333333333333332
B'WAY-LAFAYETTE,D,15,
138/GRAND CONC,4,15,97.65
JAMAICA CENTER,J,15,0.0
B'WAY-LAFAYETTE,F,15,
68ST-HUNTER CO,6,15,44.75
125 ST,1,15,53.38461538461539
JAMAICA CENTER,E,15,14.2
W 8 ST-AQUARIUM,Q,15,0.0
B'WAY-LAFAYETTE,M,15,23.4
18 AV,N,15,
MYRTLE AV,M,15,13.0
67 AV,R,15,0.0
BAY 50 ST,D,15,1.6666666666666667
JAMAICA 179 ST,F,15,0.0
MYRTLE-WILLOUGH,G,15,20.142857142857142
67 AV,M,15,0.0
BAY PKWY,D,15,
138/GRAND CONC,5,15,35.333333333333336
WHITEHALL S-FRY,R,15,
NASSAU AV,G,15,11.0
66 ST-LINCOLN,1,15,25.7
BAY PKWY,F,15,
JACKSON AV,5,15,42.357142857142854
BEACH 44 ST,A,15,139.1
MT EDEN AV,4,15,74.75
116 ST-COLUMBIA,1,15,38.45454545454545
BEACH 60 ST,A,15,132.33333333333334
53 ST,R,15,
14 ST,3,15,26.833333333333332
BERGEN ST,F,15,
NORTHERN BLVD,M,15,
WINTHROP ST,2,15,67.31818181818181
52 ST,7,15,29.0625
BERGEN ST,G,15,
UNION ST,R,15,
HIGH ST,A,15,146.35
NORTHERN BLVD,R,15,
51 ST,6,15,31.88888888888889
BEVERLEY ROAD,Q,15,
116 ST,6,15,45.375
HOUSTON ST,1,15,11.277777777777779
NORWOOD 205 ST,D,15,
UTICA AV,A,15,132.95
50 ST,E,15,37.6
BEVERLY RD,2,15,142.6875
HEWES ST,M,15,19.4
NORWOOD AV,J,15,16.6
50 ST,D,15,
BLEECKER ST,6,15,16.3
HEWES ST,J,15,17.0
TIMES SQ-42 ST,7,15,15.615384615384615
BOROUGH HALL,2,15,69.79166666666667
NOSTRAND AV,3,15,174.85714285714286
169 ST,F,15,4.4
50 ST,A,15,125.83333333333333
181 ST,1,15,31.272727272727273
55 ST,D,15,
BERGEN ST,3,15,117.0
NEWKIRK PLAZA,Q,15,
59 ST COLUMBUS,1,15,24.0
HOYT-SCHER,G,15,21.0
BEACH 67 ST,A,15,134.66666666666666
NEVINS ST,4,15,67.0909090909091
59 ST,R,15,
NEW LOTS AV,3,15,305.6666666666667
BEACH 90 ST,H,15,1.25
HOYT-SCHER,A,15,150.16666666666666
59 ST,N,15,3.888888888888889
TIMES SQ-42 ST,3,15,62.92857142857143
BEACH 98 ST,H,15,2.0
57 ST-7 AV,R,15,
15 ST-PROSPECT,G,15,
HOYT ST,3,15,90.85714285714286
NEW UTRECHT AV,N,15,
BEDFORD PK BLVD,4,15,52.416666666666664
HOYT ST,2,15,79.0
34 ST-HERALD SQ,D,15,
14 ST,2,15,26.464285714285715
BEDFORD PK BLVD,D,15,
57 ST-7 AV,N,15,8.75
170 ST,4,15,76.22222222222223
NEWKIRK AV,2,15,111.9
BEDFORD-NOSTRAN,G,15,21.285714285714285
116 ST,A,15,103.4
HOWARD BCH JFK,A,15,141.33333333333334
57 ST,F,15,
BERGEN ST,2,15,81.875
W 4 ST-WASH SQ,M,15,
18 ST,1,15,22.77777777777778
AVENUE U,Q,15,
7 AV,E,15,
7 AV,F,15,
15 ST-PROSPECT,F,15,
96 ST,2,15,52.416666666666664
LEXINGTON AV/63,Q,15,0.0
LEXINGTON AV/63,R,15,
8 ST-NYU,R,15,
96 ST,3,15,44.0
KINGS HWY,Q,15,
8 ST-NYU,N,15,
LIBERTY AV,A,15,136.66666666666666
135 ST,2,15,51.666666666666664
8 AV,N,15,
96 ST,6,15,56.208333333333336
KINGS HWY,N,15,
KINGSBRIDGE RD,4,15,43.22727272727273
LONGWOOD AV,6,15,32.8
8 AV,E,15,26.2
WEST FARMS SQ,2,15,49.791666666666664
WALL ST,3,15,98.3125
96 ST-2 AVE,Q,15,10.333333333333334
KINGS HWY,F,15,
8 AV,A,15,124.83333333333333
ALABAMA AV,J,15,22.0
LORIMER ST,J,15,16.833333333333332
125 ST,5,15,49.63636363636363
79 ST,D,15,
18 AV,D,15,
ALLERTON AV,2,15,70.77777777777777
KEW GARDENS,F,15,17.0
96 ST,A,15,115.66666666666667
96 ST,1,15,34.42857142857143
80 ST,A,15,142.3181818181818
125 ST,6,15,50.875
KOSCIUSZKO ST,J,15,20.333333333333332
86 ST,A,15,108.71428571428571
86 ST,5,15,41.083333333333336
LAFAYETTE AV,A,15,146.33333333333334
WALL ST,5,15,22.2
125 ST,A,15,116.72222222222223
86 ST,4,15,87.66666666666667
86 ST,N,15,0.0
KNICKERBOCKER,M,15,8.0
176 ST,4,15,80.4
86 ST,Q,15,0.0
LEXINGTON AV/53,E,15,20.2
KINGSTON-THROOP,A,15,162.28571428571428
86 ST,1,15,34.75
SUTTER AV-RUTLD,3,15,159.91666666666666
LEXINGTON AV/53,M,15,
85 ST-FOREST PK,J,15,8.666666666666666
88 ST,A,15,117.1
125 ST,D,15,17.2
WALL ST,4,15,106.8125
KINGSTON AV,3,15,73.33333333333333
82 ST-JACKSON H,7,15,25.964285714285715
9 AV,D,15,
KINGSBRIDGE RD,D,15,
LEXINGTON AV/63,F,15,
175 ST,A,15,128.0
81 ST-MUSEUM,A,15,125.18181818181819
90 ST-ELMHURST,7,15,23.692307692307693
SUTPHIN-ARCHER,J,15,17.5
LORIMER ST,M,15,20.4
135 ST,3,15,25.857142857142858
AQUEDUCT N.COND,A,15,166.2
79 ST,1,15,32.63636363636363
METS-WILLETS PT,7,15,6.533333333333333
AVENUE I,F,15,
WESTCHESTER SQ,6,15,13.88888888888889
JKSN HT-ROOSVLT,E,15,17.4
72 ST,A,15,108.71428571428571
125 ST,3,15,32.375
AVENUE J,Q,15,
SUTPHIN-ARCHER,E,15,4.8
TIMES SQ-42 ST,1,15,23.464285714285715
JAY ST-METROTEC,R,15,
72 ST,3,15,56.388888888888886
AVENUE M,Q,15,
MIDDLETOWN RD,6,15,16.428571428571427
72 ST,2,15,54.54545454545455
174 ST,5,15,30.0
AVENUE N,F,15,
137 ST CITY COL,1,15,59.6875
72 ST,1,15,33.0
MORISN AV/SNDVW,6,15,27.666666666666668
AVENUE P,F,15,
125 ST,2,15,62.642857142857146
JAY ST-METROTEC,F,15,
71 ST,D,15,
AVENUE U,F,15,
MORRIS PARK,5,15,21.555555555555557
7 AV,G,15,
MOSHOLU PKWY,4,15,53.266666666666666
AVENUE U,N,15,0.0
JAY ST-METROTEC,A,15,149.77272727272728
18 AV,F,15,
BOROUGH HALL,3,15,118.8
AVENUE H,Q,15,
WAKEFIELD/241,2,15,178.0
KEW GARDENS,E,15,20.0
WEST FARMS SQ,5,15,25.0
AQUEDUCT RACETR,A,15,12.666666666666666
77 ST,R,15,
174-175 STS,D,15,3.5
WALL ST,2,15,77.60714285714286
MARBLE HILL-225,1,15,32.875
77 ST,6,15,51.55
ASTOR PL,6,15,17.818181818181817
125 ST,4,15,92.5909090909091
MARCY AV,J,15,17.166666666666668
ASTORIA BLVD,N,15,0.6666666666666666
JUNIUS ST,3,15,96.25
75 ST-ELDERTS,J,15,9.285714285714286
ASTORIA DITMARS,N,15,6.5
JUNCTION BLVD,7,15,17.291666666666668
MARCY AV,M,15,22.8
75 AV,F,15,16.2
135 ST,A,15,104.4
ATL AV-BARCLAY,2,15,107.36538461538461
75 AV,E,15,21.25
JKSN HT-ROOSVLT,R,15,
ATL AV-BARCLAY,3,15,185.11111111111111
JKSN HT-ROOSVLT,M,15,
METROPOLITAN AV,G,15,13.666666666666666
74 ST-BROADWAY,7,15,28.142857142857142
ATL AV-BARCLAY,4,15,127.79166666666667
JKSN HT-ROOSVLT,F,15,38.2
METROPOLITAN AV,M,15,0.0
72 ST-2 AVE,Q,15,32.0
HARLEM 148 ST,3,15,22.333333333333332
57 ST-7 AV,Q,15,9.5
FULTON ST,A,15,136.45
BROADWAY,G,15,16.0
FREEMAN ST,2,15,76.0
STEINWAY ST,R,15,
47-50 STS ROCK,D,15,
14 ST,F,15,
CANAL ST,1,15,12.461538461538462
CHAMBERS ST,1,15,8.681818181818182
BROADWAY,N,15,9.333333333333334
QUEENS PLAZA,E,15,14.75
GRAND ARMY PLAZ,3,15,109.5
PARSONS BLVD,F,15,8.2
34 ST-PENN STA,1,15,22.083333333333332
GRAND ARMY PLAZ,2,15,87.7
FULTON ST,5,15,48.714285714285715
WOODHAVEN BLVD,M,15,
FREEMAN ST,5,15,23.6
42 ST-BRYANT PK,F,15,
46 ST,R,15,
39 AV,N,15,5.5
PROSPECT AV,R,15,
34 ST-HUDSON YD,7,15,0.0
47-50 STS ROCK,F,15,
CHAMBERS ST,3,15,91.44444444444444
167 ST,D,15,4.666666666666667
49 ST,N,15,10.2
FT HAMILTON PKY,G,15,0.0
BROAD CHANNEL,H,15,0.0
168 ST,A,15,183.4090909090909
PARKCHESTER,6,15,21.88888888888889
34 ST-HERALD SQ,R,15,
42 ST-BRYANT PK,D,15,
PRINCE ST,N,15,
GRAND ST,D,15,
14TH STREET,3,15,28.0
FULTON ST,4,15,110.0
47-50 STS ROCK,M,15,
QUEENS PLAZA,M,15,
BROAD ST,J,15,0.0
CHAMBERS ST,2,15,80.73333333333333
PARKSIDE AV,Q,15,
CASTLE HILL AV,6,15,24.0
TIMES SQ-42 ST,Q,15,12.0
BRONX PARK EAST,2,15,67.91666666666667
111 ST,J,15,21.6
BURNSIDE AV,4,15,62.1
14 ST-UNION SQ,Q,15,
TIMES SQ-42 ST,N,15,10.5
CENTRAL AV,M,15,8.4
FT HAMILTON PKY,D,15,
34 ST-PENN STA,E,15,34.8
42 ST-PORT AUTH,E,15,34.8
BROOKLYN BRIDGE,6,15,6.285714285714286
WOODHAVEN BLVD,R,15,
CATHEDRAL PKWY,1,15,40.625
BURKE AV,2,15,61.23076923076923
FULTON ST,G,15,21.833333333333332
42 ST-PORT AUTH,A,15,112.8
BUHRE AV,6,15,12.3125
110 ST,6,15,55.57142857142857
FT HAMILTON PKY,F,15,
34 ST-PENN STA,A,15,105.0
14 ST,M,15,
CATHEDRAL PKWY,A,15,104.6
182-183 STS,D,15,10.0
PENNSYLVANIA AV,3,15,130.5
QUEENS PLAZA,R,15,
FULTON ST,J,15,0.0
167 ST,4,15,81.8
CENTRAL PK N110,3,15,39.0
PELHAM BAY PARK,6,15,17.333333333333332
34 ST-PENN STA,2,15,45.53846153846154
46 ST,M,15,
BROOK AV,6,15,26.714285714285715
PRESIDENT ST,2,15,111.0
PROSPECT PARK,Q,15,
WOODLAWN,4,15,87.71428571428571
FRESH POND RD,M,15,9.5
111 ST,A,15,200.75
CENTRAL PK N110,2,15,70.9
W 4 ST-WASH SQ,D,15,
34 ST-PENN STA,3,15,63.25
GATES AV,J,15,21.5
45 ST,R,15,
BROOKLYN BRIDGE,4,15,85.625
W 4 ST-WASH SQ,A,15,123.45833333333333
PELHAM PKWY,2,15,43.5
BROOKLYN BRIDGE,5,15,31.25
PROSPECT PARK,FS,15,6.0
181 ST,A,15,124.0909090909091
W 4 ST-WASH SQ,E,15,22.25
36 ST,M,15,
OCEAN PKWY,Q,15,3.5
111 ST,7,15,8.392857142857142
VERNON-JACKSON,7,15,25.464285714285715
116 ST,3,15,39.1
FULTON ST,2,15,94.07692307692308
GREENPOINT AV,G,15,8.333333333333334
36 ST,R,15,
5 AV/59 ST,N,15,5.0
BOTANIC GARDEN,FS,15,1.0
CANAL ST,J,15,12.333333333333334
CHAUNCEY ST,J,15,22.666666666666668
OZONE PK LEFFRT,A,15,140.0
34 ST-HERALD SQ,M,15,
5 AV/53 ST,M,15,
4 AV-9 ST,F,15,
CARROLL ST,F,15,
BROAD CHANNEL,A,15,137.0
BOWLING GREEN,4,15,90.57692307692308
BOWERY,J,15,12.166666666666666
WORLD TRADE CTR,E,15,0.8
5 AV/59 ST,R,15,
104 ST,J,15,21.4
HALSEY ST,J,15,22.666666666666668
STERLING ST,2,15,52.375
FT HAMILTON PKY,N,15,
14 ST,A,15,126.5
FRANKLIN AV,A,15,142.0
CHRISTOPHER ST,1,15,12.7
BOROUGH HALL,4,15,85.92307692307692
W 4 ST-WASH SQ,F,15,
PROSPECT AV,5,15,41.0
50 ST,1,15,28.5
RALPH AV,A,15,137.33333333333334
5 AVE,7,15,14.73076923076923
BOROUGH HALL,R,15,
CANAL ST,R,15,
GUN HILL RD,2,15,72.54545454545455
163 ST-AMSTERDM,A,15,107.6
NOSTRAND AV,A,15,146.3181818181818
PROSPECT AV,2,15,41.958333333333336
14 ST-UNION SQ,N,15,
FULTON ST,3,15,86.71428571428571
GRD CNTRL-42 ST,7,15,28.333333333333332
42 ST-BRYANT PK,M,15,
BRIARWOOD,F,15,9.0
CHAMBERS ST,J,15,4.0
PARK PLACE,3,15,102.66666666666667
34 ST-HERALD SQ,N,15,
14 ST,E,15,29.6
GRAND-NEWTOWN,M,15,
PRINCE ST,R,15,
PARK PLACE,FS,15,4.1
4AV-9 ST,F,15,
WOODHAVEN BLVD,J,15,
34 ST-HERALD SQ,Q,15,
QUEENSBORO PLZ,7,15,28.3125
CARROLL ST,G,15,
BRIGHTON BEACH,Q,15,8.5
GRAND-NEWTOWN,R,15,
116 ST,2,15,67.86363636363636
183 ST,4,15,58.333333333333336
4 AV-9 ST,G,15,
STEINWAY ST,M,15,
86 ST,6,15,44.3
5 AV/53 ST,E,15,21.75
BOWLING GREEN,5,15,9.714285714285714
36 AV,N,15,8.2
TIMES SQ-42 ST,R,15,
14 ST-UNION SQ,R,15,
PARK PLACE,2,15,70.07692307692308
FRANKLIN AV,FS,15,1.4285714285714286
CHAMBERS ST,A,15,176.9
49 ST,R,15,
4AV-9 ST,G,15,
FRANKLIN ST,1,15,15.666666666666666
CANAL ST,E,15,4.75
BRIARWOOD,E,15,22.0
GRANT AV,A,15,141.25
CANAL ST,A,15,140.84615384615384
40 ST LOWERY ST,7,15,25.633333333333333
METROPOLITAN AV,G,16,14.333333333333334
EASTN PKWY-MUSM,2,16,14.166666666666666
JKSN HT-ROOSVLT,R,16,
SOUTH FERRY,1,16,1.875
MARCY AV,M,16,16.5
FOREST HILLS 71,E,16,6.8
WOODLAWN,4,16,94.75
MARCY AV,J,16,18.2
MARBLE HILL-225,1,16,5.25
ST LAWRENCE AV,6,16,20.8
PROSPECT AV,5,16,27.375
JUNIUS ST,3,16,56.5
JKSN HT-ROOSVLT,M,16,
W 4 ST-WASH SQ,A,16,140.45454545454547
FT HAMILTON PKY,F,16,
PROSPECT AV,R,16,
JUNCTION BLVD,7,16,12.115384615384615
FT HAMILTON PKY,G,16,
EAST BROADWAY,F,16,
WEST FARMS SQ,5,16,26.555555555555557
LEXINGTON AV/63,F,16,
FOREST HILLS 71,M,16,0.0
E 180 ST,5,16,22.0
V.CORTLANDT PK,1,16,2.3333333333333335
KINGSBRIDGE RD,D,16,2.0
SUTPHIN-ARCHER,J,16,17.4
SPRING ST,6,16,19.428571428571427
KINGSTON AV,3,16,75.8
FRANKLIN AV,FS,16,15.0
WALL ST,4,16,30.416666666666668
LEXINGTON AV/63,E,16,
LEXINGTON AV/53,M,16,
SUTTER AV-RUTLD,3,16,55.0
LEXINGTON AV/63,M,16,
QUEENSBORO PLZ,7,16,23.576923076923077
VERNON-JACKSON,7,16,19.818181818181817
KINGSTON-THROOP,A,16,162.5
LEXINGTON AV/53,E,16,22.4
SPRING ST,A,16,122.66666666666667
RECTOR ST,1,16,1.8333333333333333
TIMES SQ-42 ST,R,16,
FRANKLIN AV,A,16,130.4
LAFAYETTE AV,A,16,130.0
WALL ST,5,16,42.5
FOREST HILLS 71,R,16,0.0
KNICKERBOCKER,M,16,10.5
RALPH AV,A,16,196.6
KOSCIUSZKO ST,J,16,19.833333333333332
E 180 ST,2,16,47.958333333333336
FRANKLIN ST,1,16,7.75
QUEENS PLAZA,R,16,
WORLD TRADE CTR,E,16,0.8
KEW GARDENS,E,16,7.2
ROCKAWAY AV,3,16,59.0
FT HAMILTON PKY,D,16,
LORIMER ST,M,16,18.25
VAN SICLEN AV,3,16,52.0
PROSPECT PARK,FS,16,2.8333333333333335
KEW GARDENS,F,16,19.2
LORIMER ST,J,16,18.333333333333332
ZEREGA AV,6,16,8.222222222222221
EASTCHSTER/DYRE,5,16,31.666666666666668
FRESH POND RD,M,16,12.333333333333334
KINGS HWY,F,16,
PROSPECT PARK,Q,16,35.0
WEST FARMS SQ,2,16,47.041666666666664
WALL ST,3,16,55.333333333333336
SOUTH FERRY,R,16,
LONGWOOD AV,6,16,32.4
FREEMAN ST,5,16,22.714285714285715
FOREST HILLS 71,F,16,23.5
KINGS HWY,N,16,
FREEMAN ST,2,16,57.0
LIBERTY AV,A,16,137.2
QUEENS PLAZA,E,16,16.8
KINGS HWY,Q,16,
LEXINGTON AV/63,Q,16,
QUEENS PLAZA,M,16,
RECTOR ST,R,16,
TIMES SQ-42 ST,Q,16,
KINGSBRIDGE RD,4,16,49.416666666666664
WALL ST,2,16,18.384615384615383
JKSN HT-ROOSVLT,F,16,34.4
HALSEY ST,J,16,20.0
EASTN PKWY-MUSM,3,16,76.42857142857143
W 4 ST-WASH SQ,E,16,23.0
SHEEPSHEAD BAY,Q,16,7.0
HOYT-SCHER,A,16,132.2
FAR ROCKAWAY,A,16,57.0
TREMONT AV,D,16,4.0
NEW LOTS AV,3,16,68.25
NEVINS ST,4,16,32.57142857142857
PARK PLACE,FS,16,2.7142857142857144
TIMES SQ-42 ST,3,16,31.0
HOYT ST,3,16,52.214285714285715
NEW UTRECHT AV,N,16,
GRAND-NEWTOWN,R,16,
HOYT ST,2,16,14.5
WOODHAVEN BLVD,J,16,
GRAND-NEWTOWN,M,16,
PARK PLACE,3,16,66.85714285714286
FLUSHING-MAIN,7,16,0.0
PARKCHESTER,6,16,16.2
YORK ST,F,16,
NEREID AV,2,16,50.392857142857146
GRAND ARMY PLAZ,3,16,51.42857142857143
HUNTS POINT AV,6,16,32.1
EUCLID AV,A,16,126.3
STEINWAY ST,R,16,
HOYT-SCHER,G,16,22.833333333333332
NEVINS ST,2,16,15.727272727272727
SHEPHERD AV,A,16,134.6
HUNTERS PT AV,7,16,22.678571428571427
ROCKAWAY PARK B,H,16,0.0
NEVINS ST,3,16,56.44444444444444
GRAND ST,D,16,
WHITLOCK AV,6,16,27.90909090909091
PARKSIDE AV,Q,16,
INTERVALE AV,2,16,43.81818181818182
NEWKIRK AV,2,16,21.555555555555557
W 4 ST-WASH SQ,M,16,
NORWOOD 205 ST,D,16,
FLUSHING AV,G,16,19.0
NOSTRAND AV,A,16,105.5
HEWES ST,M,16,17.666666666666668
VAN SICLEN AV,J,16,16.4
UTICA AV,A,16,154.7
OCEAN PKWY,Q,16,3.0
NORWOOD AV,J,16,12.666666666666666
HEWES ST,J,16,18.333333333333332
STERLING ST,2,16,15.625
SARATOGA AV,3,16,47.111111111111114
NOSTRAND AV,3,16,76.11111111111111
W 4 ST-WASH SQ,F,16,
HARLEM 148 ST,3,16,23.75
GUN HILL RD,2,16,57.45454545454545
FLATBUSH AV-B.C,2,16,51.75
GREENPOINT AV,G,16,8.833333333333334
TIMES SQ-42 ST,7,16,10.5
HOWARD BCH JFK,A,16,109.0
GRANT AV,A,16,134.36363636363637
FLUSHING AV,M,16,18.4
SENECA AVE,M,16,12.666666666666666
NEWKIRK PLAZA,Q,16,
HOUSTON ST,1,16,7.285714285714286
NORTHERN BLVD,R,16,
GRD CNTRL-42 ST,7,16,23.428571428571427
ROOSEVELT ISLND,M,16,
NORTHERN BLVD,M,16,
OZONE PK LEFFRT,A,16,29.5
UNION ST,R,16,
WINTHROP ST,2,16,22.1
HIGH ST,A,16,135.54545454545453
ROOSEVELT ISLND,F,16,
GRAND ARMY PLAZ,2,16,14.681818181818182
INTERVALE AV,5,16,27.6
NEPTUNE AV,F,16,
MORISN AV/SNDVW,6,16,11.0
FULTON ST,4,16,29.23076923076923
JAY ST-METROTEC,F,16,
ROCKAWAY AV,A,16,136.6
FULTON ST,5,16,46.125
MORRIS PARK,5,16,20.833333333333332
PRINCE ST,N,16,
JAY ST-METROTEC,A,16,135.83333333333334
MOSHOLU PKWY,4,16,35.833333333333336
WOODHAVEN BLVD,R,16,
FLUSHING AV,J,16,20.0
JAMAICA VAN WK,E,16,4.8
FULTON ST,A,16,140.68333333333334
MT EDEN AV,4,16,54.90909090909091
PRESIDENT ST,2,16,11.458333333333334
ELDER AV,6,16,11.85
STEINWAY ST,M,16,
MIDDLETOWN RD,6,16,8.714285714285714
METROPOLITAN AV,M,16,0.0
WAKEFIELD/241,2,16,99.28571428571429
PROSPECT AV,2,16,58.0
FULTON ST,2,16,19.9
JKSN HT-ROOSVLT,E,16,18.25
METS-WILLETS PT,7,16,5.714285714285714
SMITH-9 ST,F,16,
SMITH-9 ST,G,16,
SUTPHIN-ARCHER,E,16,0.0
FULTON ST,3,16,58.857142857142854
JAY ST-METROTEC,R,16,
PRINCE ST,R,16,
TIMES SQ-42 ST,1,16,21.153846153846153
FOREST AVE,M,16,12.333333333333334
WESTCHESTER SQ,6,16,12.714285714285714
W 4 ST-WASH SQ,D,16,
SPRING ST,E,16,7.0
FORDHAM RD,D,16,5.5
JACKSON AV,2,16,33.81818181818182
WTC-CORTLANDT,1,16,3.6818181818181817
NASSAU AV,G,16,11.333333333333334
SUTPHIN BLVD,F,16,11.4
GATES AV,J,16,20.333333333333332
FORDHAM RD,4,16,57.666666666666664
VAN SICLEN AVE,A,16,128.875
TIMES SQ-42 ST,2,16,17.857142857142858
NECK RD,Q,16,8.0
ELMHURST AV,R,16,
INWOOD-207 ST,A,16,81.2
W 8 ST-AQUARIUM,F,16,
PARSONS BLVD,F,16,9.4
WOODHAVEN BLVD,M,16,0.0
PELHAM BAY PARK,6,16,2.8333333333333335
ELMHURST AV,M,16,
JACKSON AV,5,16,31.625
SIMPSON ST,2,16,57.90909090909091
JAMAICA CENTER,J,16,8.0
MYRTLE AV,J,16,18.666666666666668
SIMPSON ST,5,16,33.5
W 8 ST-AQUARIUM,Q,16,0.0
JAMAICA CENTER,E,16,0.0
FULTON ST,G,16,22.333333333333332
PENNSYLVANIA AV,3,16,55.0
ROCKAWAY BLVD,A,16,146.22222222222223
MYRTLE AV,M,16,11.6
TIMES SQ-42 ST,N,16,16.5
JAMAICA 179 ST,F,16,0.0
MYRTLE-WILLOUGH,G,16,20.833333333333332
FULTON ST,J,16,0.0
PELHAM PKWY,2,16,31.041666666666668
WHITEHALL S-FRY,R,16,
FT HAMILTON PKY,N,16,
PARK PLACE,2,16,18.384615384615383
BROADWAY,G,16,16.666666666666668
15 ST-PROSPECT,F,16,
57 ST-7 AV,R,16,
ASTOR PL,6,16,24.0
71 ST,D,16,
BOROUGH HALL,4,16,36.214285714285715
CONEY IS-STILLW,F,16,0.0
149/GRAND CONC,5,16,35.714285714285715
ASTORIA BLVD,N,16,2.0
86 ST,1,16,28.363636363636363
190 ST,A,16,104.31818181818181
CHAMBERS ST,2,16,25.1875
57 ST-7 AV,Q,16,
CONEY IS-STILLW,Q,16,0.0
157 ST,1,16,15.928571428571429
14 ST-UNION SQ,N,16,
57 ST-7 AV,N,16,15.833333333333334
57 ST,M,16,
BROOKLYN BRIDGE,6,16,15.227272727272727
ASTORIA DITMARS,N,16,1.1666666666666667
BOROUGH HALL,3,16,53.57142857142857
181 ST,A,16,106.35
18 ST,1,16,14.75
ATL AV-BARCLAY,2,16,11.583333333333334
125 ST,D,16,10.333333333333334
36 ST,M,16,
AQUEDUCT N.COND,A,16,108.6
59 ST,R,16,
169 ST,F,16,3.2
CLINTON-WASH AV,G,16,21.666666666666668
125 ST,3,16,29.555555555555557
BOTANIC GARDEN,FS,16,6.75
20 AV,D,16,6.0
CHAMBERS ST,3,16,56.55555555555556
116 ST,6,16,41.0
BROOKLYN BRIDGE,5,16,36.5
BOROUGH HALL,R,16,
34 ST-PENN STA,1,16,14.4
34 ST-HERALD SQ,N,16,
AQUEDUCT RACETR,A,16,9.666666666666666
111 ST,7,16,4.75
CONEY IS-STILLW,D,16,0.0
28 ST,N,16,
59 ST,N,16,9.2
170 ST,4,16,50.81818181818182
23 ST,E,16,31.0
40 ST LOWERY ST,7,16,24.928571428571427
72 ST,1,16,25.454545454545453
23 ST,A,16,122.0
135 ST,2,16,30.25
182-183 STS,D,16,2.5
BEVERLY RD,2,16,11.090909090909092
116 ST,2,16,26.95
25 AV,D,16,3.4
CENTRAL PK N110,3,16,40.0
104 ST,J,16,23.0
AVENUE H,Q,16,
COURT SQ,G,16,0.0
BURKE AV,2,16,41.36363636363637
14 ST,M,16,
52 ST,7,16,23.666666666666668
155 ST,D,16,7.25
72 ST,3,16,50.166666666666664
174 ST,2,16,30.0
42 ST-BRYANT PK,E,16,
BEVERLEY ROAD,Q,16,
51 ST,6,16,28.75
14 ST,F,16,
36 AV,N,16,6.5
AVENUE J,Q,16,
AVENUE I,F,16,
BUHRE AV,6,16,5.777777777777778
34 ST-PENN STA,2,16,14.615384615384615
53 ST,R,16,
CORTELYOU RD,Q,16,
57 ST,F,16,
57 ST,E,16,
85 ST-FOREST PK,J,16,5.333333333333333
34 ST-HERALD SQ,M,16,
20 AV,N,16,
BOROUGH HALL,2,16,17.8
CHAMBERS ST,1,16,5.7
ATL AV-BARCLAY,3,16,66.85
170 ST,D,16,4.8
72 ST,2,16,22.545454545454547
110 ST,6,16,34.0
23 ST,R,16,
CORTLANDT ST,R,16,
82 ST-JACKSON H,7,16,20.866666666666667
55 ST,D,16,
28 ST,R,16,
42 ST-BRYANT PK,D,16,
BLEECKER ST,6,16,21.153846153846153
COURT SQ,7,16,23.571428571428573
ATL AV-BARCLAY,4,16,22.615384615384617
14 ST-UNION SQ,Q,16,20.0
COURT SQ-23 ST,E,16,18.8
